Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
1,2/5/10,42.31,2.572,NA,NA,NA,NA,NA,211.0963582,8.106,FALSE
1,2/12/10,38.51,2.548,NA,NA,NA,NA,NA,211.2421698,8.106,TRUE
1,2/19/10,39.93,2.514,NA,NA,NA,NA,NA,211.2891429,8.106,FALSE
1,2/26/10,46.63,2.561,NA,NA,NA,NA,NA,211.3196429,8.106,FALSE
1,3/5/10,46.5,2.625,NA,NA,NA,NA,NA,211.3501429,8.106,FALSE
1,3/12/10,57.79,2.667,NA,NA,NA,NA,NA,211.3806429,8.106,FALSE
1,3/19/10,54.58,2.72,NA,NA,NA,NA,NA,211.215635,8.106,FALSE
1,3/26/10,51.45,2.732,NA,NA,NA,NA,NA,211.0180424,8.106,FALSE
1,4/2/10,62.27,2.719,NA,NA,NA,NA,NA,210.8204499,7.808,FALSE
1,4/9/10,65.86,2.77,NA,NA,NA,NA,NA,210.6228574,7.808,FALSE
1,4/16/10,66.32,2.808,NA,NA,NA,NA,NA,210.4887,7.808,FALSE
1,4/23/10,64.84,2.795,NA,NA,NA,NA,NA,210.4391228,7.808,FALSE
1,4/30/10,67.41,2.78,NA,NA,NA,NA,NA,210.3895456,7.808,FALSE
1,5/7/10,72.55,2.835,NA,NA,NA,NA,NA,210.3399684,7.808,FALSE
1,5/14/10,74.78,2.854,NA,NA,NA,NA,NA,210.3374261,7.808,FALSE
1,5/21/10,76.44,2.826,NA,NA,NA,NA,NA,210.6170934,7.808,FALSE
1,5/28/10,80.44,2.759,NA,NA,NA,NA,NA,210.8967606,7.808,FALSE
1,6/4/10,80.69,2.705,NA,NA,NA,NA,NA,211.1764278,7.808,FALSE
1,6/11/10,80.43,2.668,NA,NA,NA,NA,NA,211.4560951,7.808,FALSE
1,6/18/10,84.11,2.637,NA,NA,NA,NA,NA,211.4537719,7.808,FALSE
1,6/25/10,84.34,2.653,NA,NA,NA,NA,NA,211.3386526,7.808,FALSE
1,7/2/10,80.91,2.669,NA,NA,NA,NA,NA,211.2235333,7.787,FALSE
1,7/9/10,80.48,2.642,NA,NA,NA,NA,NA,211.108414,7.787,FALSE
1,7/16/10,83.15,2.623,NA,NA,NA,NA,NA,211.1003854,7.787,FALSE
1,7/23/10,83.36,2.608,NA,NA,NA,NA,NA,211.2351443,7.787,FALSE
1,7/30/10,81.84,2.64,NA,NA,NA,NA,NA,211.3699032,7.787,FALSE
1,8/6/10,87.16,2.627,NA,NA,NA,NA,NA,211.5046621,7.787,FALSE
1,8/13/10,87,2.692,NA,NA,NA,NA,NA,211.6394211,7.787,FALSE
1,8/20/10,86.65,2.664,NA,NA,NA,NA,NA,211.6033633,7.787,FALSE
1,8/27/10,85.22,2.619,NA,NA,NA,NA,NA,211.5673056,7.787,FALSE
1,9/3/10,81.21,2.577,NA,NA,NA,NA,NA,211.5312479,7.787,FALSE
1,9/10/10,78.69,2.565,NA,NA,NA,NA,NA,211.4951902,7.787,TRUE
1,9/17/10,82.11,2.582,NA,NA,NA,NA,NA,211.5224596,7.787,FALSE
1,9/24/10,80.94,2.624,NA,NA,NA,NA,NA,211.5972246,7.787,FALSE
1,10/1/10,71.89,2.603,NA,NA,NA,NA,NA,211.6719895,7.838,FALSE
1,10/8/10,63.93,2.633,NA,NA,NA,NA,NA,211.7467544,7.838,FALSE
1,10/15/10,67.18,2.72,NA,NA,NA,NA,NA,211.8137436,7.838,FALSE
1,10/22/10,69.86,2.725,NA,NA,NA,NA,NA,211.8612937,7.838,FALSE
1,10/29/10,69.64,2.716,NA,NA,NA,NA,NA,211.9088438,7.838,FALSE
1,11/5/10,58.74,2.689,NA,NA,NA,NA,NA,211.9563939,7.838,FALSE
1,11/12/10,59.61,2.728,NA,NA,NA,NA,NA,212.003944,7.838,FALSE
1,11/19/10,51.41,2.771,NA,NA,NA,NA,NA,211.8896737,7.838,FALSE
1,11/26/10,64.52,2.735,NA,NA,NA,NA,NA,211.7484333,7.838,TRUE
1,12/3/10,49.27,2.708,NA,NA,NA,NA,NA,211.607193,7.838,FALSE
1,12/10/10,46.33,2.843,NA,NA,NA,NA,NA,211.4659526,7.838,FALSE
1,12/17/10,49.84,2.869,NA,NA,NA,NA,NA,211.4053124,7.838,FALSE
1,12/24/10,52.33,2.886,NA,NA,NA,NA,NA,211.4051222,7.838,FALSE
1,12/31/10,48.43,2.943,NA,NA,NA,NA,NA,211.4049321,7.838,TRUE
1,1/7/11,48.27,2.976,NA,NA,NA,NA,NA,211.4047419,7.742,FALSE
1,1/14/11,35.4,2.983,NA,NA,NA,NA,NA,211.4574109,7.742,FALSE
1,1/21/11,44.04,3.016,NA,NA,NA,NA,NA,211.8272343,7.742,FALSE
1,1/28/11,43.83,3.01,NA,NA,NA,NA,NA,212.1970577,7.742,FALSE
1,2/4/11,42.27,2.989,NA,NA,NA,NA,NA,212.5668812,7.742,FALSE
1,2/11/11,36.39,3.022,NA,NA,NA,NA,NA,212.9367046,7.742,TRUE
1,2/18/11,57.36,3.045,NA,NA,NA,NA,NA,213.2478853,7.742,FALSE
1,2/25/11,62.9,3.065,NA,NA,NA,NA,NA,213.535609,7.742,FALSE
1,3/4/11,59.58,3.288,NA,NA,NA,NA,NA,213.8233327,7.742,FALSE
1,3/11/11,53.56,3.459,NA,NA,NA,NA,NA,214.1110564,7.742,FALSE
1,3/18/11,62.76,3.488,NA,NA,NA,NA,NA,214.3627114,7.742,FALSE
1,3/25/11,69.97,3.473,NA,NA,NA,NA,NA,214.5999389,7.742,FALSE
1,4/1/11,59.17,3.524,NA,NA,NA,NA,NA,214.8371664,7.682,FALSE
1,4/8/11,67.84,3.622,NA,NA,NA,NA,NA,215.0743939,7.682,FALSE
1,4/15/11,71.27,3.743,NA,NA,NA,NA,NA,215.2918561,7.682,FALSE
1,4/22/11,72.99,3.807,NA,NA,NA,NA,NA,215.4599053,7.682,FALSE
1,4/29/11,72.03,3.81,NA,NA,NA,NA,NA,215.6279544,7.682,FALSE
1,5/6/11,64.61,3.906,NA,NA,NA,NA,NA,215.7960035,7.682,FALSE
1,5/13/11,75.64,3.899,NA,NA,NA,NA,NA,215.9640526,7.682,FALSE
1,5/20/11,67.63,3.907,NA,NA,NA,NA,NA,215.7339202,7.682,FALSE
1,5/27/11,77.72,3.786,NA,NA,NA,NA,NA,215.5037878,7.682,FALSE
1,6/3/11,83,3.699,NA,NA,NA,NA,NA,215.2736553,7.682,FALSE
1,6/10/11,83.13,3.648,NA,NA,NA,NA,NA,215.0435229,7.682,FALSE
1,6/17/11,86.41,3.637,NA,NA,NA,NA,NA,214.9980596,7.682,FALSE
1,6/24/11,83.58,3.594,NA,NA,NA,NA,NA,215.0910982,7.682,FALSE
1,7/1/11,85.55,3.524,NA,NA,NA,NA,NA,215.1841368,7.962,FALSE
1,7/8/11,85.83,3.48,NA,NA,NA,NA,NA,215.2771754,7.962,FALSE
1,7/15/11,88.54,3.575,NA,NA,NA,NA,NA,215.3611087,7.962,FALSE
1,7/22/11,85.77,3.651,NA,NA,NA,NA,NA,215.4222784,7.962,FALSE
1,7/29/11,86.83,3.682,NA,NA,NA,NA,NA,215.4834482,7.962,FALSE
1,8/5/11,91.65,3.684,NA,NA,NA,NA,NA,215.544618,7.962,FALSE
1,8/12/11,90.76,3.638,NA,NA,NA,NA,NA,215.6057878,7.962,FALSE
1,8/19/11,89.94,3.554,NA,NA,NA,NA,NA,215.6693107,7.962,FALSE
1,8/26/11,87.96,3.523,NA,NA,NA,NA,NA,215.7332258,7.962,FALSE
1,9/2/11,87.83,3.533,NA,NA,NA,NA,NA,215.7971409,7.962,FALSE
1,9/9/11,76,3.546,NA,NA,NA,NA,NA,215.861056,7.962,TRUE
1,9/16/11,79.94,3.526,NA,NA,NA,NA,NA,216.0410526,7.962,FALSE
1,9/23/11,75.8,3.467,NA,NA,NA,NA,NA,216.3758246,7.962,FALSE
1,9/30/11,79.69,3.355,NA,NA,NA,NA,NA,216.7105965,7.962,FALSE
1,10/7/11,69.31,3.285,NA,NA,NA,NA,NA,217.0453684,7.866,FALSE
1,10/14/11,71.74,3.274,NA,NA,NA,NA,NA,217.3552733,7.866,FALSE
1,10/21/11,63.71,3.353,NA,NA,NA,NA,NA,217.5159762,7.866,FALSE
1,10/28/11,66.57,3.372,NA,NA,NA,NA,NA,217.6766791,7.866,FALSE
1,11/4/11,54.98,3.332,NA,NA,NA,NA,NA,217.837382,7.866,FALSE
1,11/11/11,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,FALSE
1,11/18/11,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,FALSE
1,11/25/11,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,TRUE
1,12/2/11,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,FALSE
1,12/9/11,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,FALSE
1,12/16/11,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,FALSE
1,12/23/11,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,FALSE
1,12/30/11,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,TRUE
1,1/6/12,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,FALSE
1,1/13/12,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,FALSE
1,1/20/12,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,FALSE
1,1/27/12,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,FALSE
1,2/3/12,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,FALSE
1,2/10/12,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,TRUE
1,2/17/12,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,FALSE
1,2/24/12,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,FALSE
1,3/2/12,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,FALSE
1,3/9/12,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,FALSE
1,3/16/12,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,FALSE
1,3/23/12,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,FALSE
1,3/30/12,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,FALSE
1,4/6/12,70.43,3.891,10121.97,NA,77.98,3750.59,4510.72,221.4356112,7.143,FALSE
1,4/13/12,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,FALSE
1,4/20/12,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,FALSE
1,4/27/12,67.23,3.814,3221.25,NA,35.49,577.14,6222.25,221.6179368,7.143,FALSE
1,5/4/12,75.55,3.749,21290.13,NA,69.89,4977.35,3261.04,221.6718,7.143,FALSE
1,5/11/12,73.77,3.688,8351.4,NA,10.52,2443.14,3127.88,221.7256632,7.143,FALSE
1,5/18/12,70.33,3.63,6154.14,NA,45.11,1675.49,5508.18,221.742674,7.143,FALSE
1,5/25/12,77.22,3.561,4039.39,NA,745.19,1429.96,3631.13,221.744944,7.143,FALSE
1,6/1/12,77.95,3.501,6086.21,12,370.51,148.75,3690.85,221.7472139,7.143,FALSE
1,6/8/12,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,FALSE
1,6/15/12,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,FALSE
1,6/22/12,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,FALSE
1,6/29/12,84.88,3.286,3965.73,161.6,NA,435.99,4212.97,221.8434,7.143,FALSE
1,7/6/12,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,FALSE
1,7/13/12,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,FALSE
1,7/20/12,80.42,3.311,3213,313.72,9.53,2262.02,3228.19,221.9327267,6.908,FALSE
1,7/27/12,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,FALSE
1,8/3/12,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,FALSE
1,8/10/12,85.05,3.494,11436.22,245,6.85,6964.26,4836.22,221.9584329,6.908,FALSE
1,8/17/12,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,FALSE
1,8/24/12,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,FALSE
1,8/31/12,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,FALSE
1,9/7/12,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,TRUE
1,9/14/12,74.97,3.717,17212.52,7,18.79,1523.11,7992.72,222.5820193,6.908,FALSE
1,9/21/12,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,FALSE
1,9/28/12,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,FALSE
1,10/5/12,68.55,3.617,8077.89,NA,18.22,3617.43,3626.14,223.1814772,6.573,FALSE
1,10/12/12,62.99,3.601,2086.18,NA,8.11,602.36,5926.45,223.3812965,6.573,FALSE
1,10/19/12,67.97,3.594,950.33,NA,4.93,80.25,2312.85,223.4257233,6.573,FALSE
1,10/26/12,69.16,3.506,2585.85,31.75,6,1057.16,1305.01,223.4442513,6.573,FALSE
1,11/2/12,55.32,3.386,6766.44,5147.7,50.82,3639.9,2737.42,223.4627793,6.573,FALSE
1,11/9/12,61.24,3.314,11421.32,3370.89,40.28,4646.79,6154.16,223.4813073,6.573,FALSE
1,11/16/12,52.92,3.252,9696.28,292.1,103.78,1133.15,6612.69,223.5129105,6.573,FALSE
1,11/23/12,56.23,3.211,883.59,4.17,74910.32,209.91,303.32,223.5619474,6.573,TRUE
1,11/30/12,52.34,3.207,2460.03,NA,3838.35,150.57,6966.34,223.6109842,6.573,FALSE
1,12/7/12,64.12,3.198,6343.16,NA,270,2928.9,10147.9,223.6600211,6.573,FALSE
1,12/14/12,48.89,3.168,3504.83,NA,73.26,1636.8,2779.6,223.7192767,6.573,FALSE
1,12/21/12,56.02,3.098,8231.71,NA,274,358.15,2834.02,223.8398455,6.573,FALSE
1,12/28/12,44.79,3.108,12659.55,37101.13,174.78,74.46,1208.86,223.9604143,6.573,TRUE
1,1/4/13,41.73,3.161,1214.08,25366.33,15.01,72.36,3940.02,224.080983,6.525,FALSE
1,1/11/13,50.32,3.243,6520.24,16134.6,12.17,774.55,4001.25,224.2015518,6.525,FALSE
1,1/18/13,42.92,3.237,3772.69,3559.46,3.88,246.62,1900.4,224.2358132,6.525,FALSE
1,1/25/13,53.37,3.227,965.89,1097.91,0.1,225.36,1831.88,224.2355518,6.525,FALSE
1,2/1/13,56.46,3.244,9290.91,1359.9,265,20657.82,972.61,224.2352903,6.525,FALSE
1,2/8/13,56.67,3.417,32355.16,729.8,280.89,20426.61,4671.78,224.2350289,6.525,TRUE
1,2/15/13,49.66,3.475,72937.29,6665.52,47.21,13014.67,6310.18,224.2760526,6.525,FALSE
1,2/22/13,50.25,3.597,20107.75,3163.89,42.2,15657.3,5812.86,224.4202895,6.525,FALSE
1,3/1/13,48.01,3.711,10610.74,261.46,2.8,25.54,2747.59,224.5645263,6.525,FALSE
1,3/8/13,50.81,3.658,5000.58,290.46,78.77,606.15,3697.11,224.7087632,6.525,FALSE
1,3/15/13,55.33,3.622,3808.13,NA,15.65,2616.6,1909.17,224.8356808,6.525,FALSE
1,3/22/13,63.42,3.611,12553.98,NA,495.1,6787.75,2545.66,224.9193005,6.525,FALSE
1,3/29/13,51,3.606,13067.46,NA,384.9,122.93,3903.8,225.0029202,6.525,FALSE
1,4/5/13,58.59,3.583,12872.34,5687.86,485.97,478.04,5092.33,225.0865399,6.314,FALSE
1,4/12/13,62.72,3.529,3672.43,932.58,52.86,949.07,2836.64,225.1701596,6.314,FALSE
1,4/19/13,67.1,3.451,3530.36,3.95,107.5,458.76,2062.05,225.1701596,6.314,FALSE
1,4/26/13,59.23,3.417,2387.72,NA,98.34,516.28,1421.63,225.1701596,6.314,FALSE
1,5/3/13,66.66,3.386,2298.63,2,129.9,55.46,1301.04,NA,NA,FALSE
1,5/10/13,63.9,3.392,4624.61,83.88,42.38,1618.31,8144.9,NA,NA,FALSE
1,5/17/13,69.53,3.454,16170.5,92,8.32,4127.24,6206.97,NA,NA,FALSE
1,5/24/13,77.19,3.494,7959.89,178,1621.47,3152.57,2938.7,NA,NA,FALSE
1,5/31/13,78.02,3.466,2369.77,142.45,475.35,45.55,2056.84,NA,NA,FALSE
1,6/7/13,76.44,3.439,3514.75,742.59,116.15,1015.44,5137.09,NA,NA,FALSE
1,6/14/13,79.86,3.431,12592.32,527.48,402.88,7474.56,2484.44,NA,NA,FALSE
1,6/21/13,81.35,3.479,8104.02,417.99,327.33,5182.25,3754.44,NA,NA,FALSE
1,6/28/13,83.94,3.495,4205.98,796.7,6.84,3816.78,4812.74,NA,NA,FALSE
1,7/5/13,79.85,3.422,7649.99,3503.29,1766.77,9454.96,1079.89,NA,NA,FALSE
1,7/12/13,83.12,3.4,6089.94,1362.42,209.62,2367.42,2651.05,NA,NA,FALSE
1,7/19/13,79.26,3.556,3117.04,1060.39,199.05,1012.3,5381.72,NA,NA,FALSE
1,7/26/13,81.54,3.62,332.17,673.19,1,38.63,1245.2,NA,NA,FALSE
2,2/5/10,40.19,2.572,NA,NA,NA,NA,NA,210.7526053,8.324,FALSE
2,2/12/10,38.49,2.548,NA,NA,NA,NA,NA,210.8979935,8.324,TRUE
2,2/19/10,39.69,2.514,NA,NA,NA,NA,NA,210.9451605,8.324,FALSE
2,2/26/10,46.1,2.561,NA,NA,NA,NA,NA,210.9759573,8.324,FALSE
2,3/5/10,47.17,2.625,NA,NA,NA,NA,NA,211.0067542,8.324,FALSE
2,3/12/10,57.56,2.667,NA,NA,NA,NA,NA,211.037551,8.324,FALSE
2,3/19/10,54.52,2.72,NA,NA,NA,NA,NA,210.8733316,8.324,FALSE
2,3/26/10,51.26,2.732,NA,NA,NA,NA,NA,210.6766095,8.324,FALSE
2,4/2/10,63.27,2.719,NA,NA,NA,NA,NA,210.4798874,8.2,FALSE
2,4/9/10,65.41,2.77,NA,NA,NA,NA,NA,210.2831653,8.2,FALSE
2,4/16/10,68.07,2.808,NA,NA,NA,NA,NA,210.1495463,8.2,FALSE
2,4/23/10,65.11,2.795,NA,NA,NA,NA,NA,210.1000648,8.2,FALSE
2,4/30/10,66.98,2.78,NA,NA,NA,NA,NA,210.0505833,8.2,FALSE
2,5/7/10,71.28,2.835,NA,NA,NA,NA,NA,210.0011018,8.2,FALSE
2,5/14/10,73.31,2.854,NA,NA,NA,NA,NA,209.9984585,8.2,FALSE
2,5/21/10,74.83,2.826,NA,NA,NA,NA,NA,210.2768443,8.2,FALSE
2,5/28/10,81.13,2.759,NA,NA,NA,NA,NA,210.5552301,8.2,FALSE
2,6/4/10,81.81,2.705,NA,NA,NA,NA,NA,210.833616,8.2,FALSE
2,6/11/10,83.4,2.668,NA,NA,NA,NA,NA,211.1120018,8.2,FALSE
2,6/18/10,85.81,2.637,NA,NA,NA,NA,NA,211.1096543,8.2,FALSE
2,6/25/10,86.26,2.653,NA,NA,NA,NA,NA,210.9950134,8.2,FALSE
2,7/2/10,82.74,2.669,NA,NA,NA,NA,NA,210.8803726,8.099,FALSE
2,7/9/10,82.59,2.642,NA,NA,NA,NA,NA,210.7657317,8.099,FALSE
2,7/16/10,85.32,2.623,NA,NA,NA,NA,NA,210.7577954,8.099,FALSE
2,7/23/10,87.66,2.608,NA,NA,NA,NA,NA,210.8921319,8.099,FALSE
2,7/30/10,83.49,2.64,NA,NA,NA,NA,NA,211.0264684,8.099,FALSE
2,8/6/10,89.53,2.627,NA,NA,NA,NA,NA,211.1608049,8.099,FALSE
2,8/13/10,89.05,2.692,NA,NA,NA,NA,NA,211.2951413,8.099,FALSE
2,8/20/10,88.7,2.664,NA,NA,NA,NA,NA,211.2596586,8.099,FALSE
2,8/27/10,87.12,2.619,NA,NA,NA,NA,NA,211.2241759,8.099,FALSE
2,9/3/10,81.83,2.577,NA,NA,NA,NA,NA,211.1886931,8.099,FALSE
2,9/10/10,79.09,2.565,NA,NA,NA,NA,NA,211.1532104,8.099,TRUE
2,9/17/10,82.05,2.582,NA,NA,NA,NA,NA,211.1806415,8.099,FALSE
2,9/24/10,81.79,2.624,NA,NA,NA,NA,NA,211.2552578,8.099,FALSE
2,10/1/10,69.24,2.603,NA,NA,NA,NA,NA,211.3298742,8.163,FALSE
2,10/8/10,63.19,2.633,NA,NA,NA,NA,NA,211.4044906,8.163,FALSE
2,10/15/10,65.8,2.72,NA,NA,NA,NA,NA,211.4713286,8.163,FALSE
2,10/22/10,68.5,2.725,NA,NA,NA,NA,NA,211.5187208,8.163,FALSE
2,10/29/10,66.24,2.716,NA,NA,NA,NA,NA,211.5661131,8.163,FALSE
2,11/5/10,57.85,2.689,NA,NA,NA,NA,NA,211.6135053,8.163,FALSE
2,11/12/10,59.69,2.728,NA,NA,NA,NA,NA,211.6608975,8.163,FALSE
2,11/19/10,50.81,2.771,NA,NA,NA,NA,NA,211.5470304,8.163,FALSE
2,11/26/10,62.98,2.735,NA,NA,NA,NA,NA,211.4062867,8.163,TRUE
2,12/3/10,49.33,2.708,NA,NA,NA,NA,NA,211.265543,8.163,FALSE
2,12/10/10,45.5,2.843,NA,NA,NA,NA,NA,211.1247993,8.163,FALSE
2,12/17/10,47.55,2.869,NA,NA,NA,NA,NA,211.0645458,8.163,FALSE
2,12/24/10,49.97,2.886,NA,NA,NA,NA,NA,211.0646599,8.163,FALSE
2,12/31/10,47.3,2.943,NA,NA,NA,NA,NA,211.064774,8.163,TRUE
2,1/7/11,44.69,2.976,NA,NA,NA,NA,NA,211.0648881,8.028,FALSE
2,1/14/11,33.02,2.983,NA,NA,NA,NA,NA,211.1176713,8.028,FALSE
2,1/21/11,41.4,3.016,NA,NA,NA,NA,NA,211.4864691,8.028,FALSE
2,1/28/11,42.83,3.01,NA,NA,NA,NA,NA,211.8552668,8.028,FALSE
2,2/4/11,38.25,2.989,NA,NA,NA,NA,NA,212.2240646,8.028,FALSE
2,2/11/11,33.19,3.022,NA,NA,NA,NA,NA,212.5928624,8.028,TRUE
2,2/18/11,57.83,3.045,NA,NA,NA,NA,NA,212.9033115,8.028,FALSE
2,2/25/11,60.8,3.065,NA,NA,NA,NA,NA,213.190421,8.028,FALSE
2,3/4/11,57.77,3.288,NA,NA,NA,NA,NA,213.4775305,8.028,FALSE
